Teams,Half_Time_Score,Full_Time_Score,Week,Season,Home,Draw,Away,Team_Winner,Yes,No,BTTS_Winner
ARS - AST,(2 - 0),4 - 1,7,Season: #15194,1.79,4.2,4.05,0,1.51,2.5,1
BHA - NOT,(1 - 1),3 - 3,7,Season: #15194,1.49,4.8,5.75,1,1.56,2.35,1
BOU - CRY,(1 - 0),2 - 0,7,Season: #15194,1.97,3.8,3.65,0,1.65,2.2,0
IPS - FUL,(1 - 1),2 - 3,7,Season: #15194,2.3,3.7,2.9,2,1.59,2.3,1
LEI - LIV,(0 - 2),2 - 3,7,Season: #15194,3.7,4.4,1.82,2,1.38,2.95,1
MCI - WHU,(0 - 0),0 - 1,7,Season: #15194,1.7,4.3,4.45,2,1.54,2.45,0
MUN - BRE,(1 - 0),2 - 0,7,Season: #15194,1.73,4,4.6,0,1.71,2.09,0
NEW - CHE,(1 - 0),2 - 0,7,Season: #15194,2.06,4.15,3.15,0,1.41,2.85,0
SOU - WOL,(0 - 0),0 - 1,7,Season: #15194,2.4,3.45,3,2,1.78,2,0
TOT - EVE,(0 - 1),0 - 2,7,Season: #15194,1.59,4.45,5.25,2,1.59,2.3,0
ALA - GIR,(0 - 0),0 - 0,7,Season: #15194,2.35,3.4,3.1,1,1.7,2.11,0
ATM - ESP,(2 - 1),3 - 2,7,Season: #15194,1.36,5.25,8.25,0,1.72,2.07,1
BAR - VAL,(1 - 1),3 - 2,7,Season: #15194,1.58,4.45,5.25,0,1.54,2.45,1
BET - RSO,(2 - 0),2 - 1,7,Season: #15194,2.35,3.45,3.1,0,1.69,2.13,1
GET - ATH,(1 - 3),1 - 5,7,Season: #15194,4.1,3.25,2.01,2,2.01,1.77,1
LAS - VLL,(2 - 1),3 - 1,7,Season: #15194,2.35,3.7,2.9,0,1.5,2.55,1
LEG - CEL,(1 - 1),2 - 2,7,Season: #15194,2.01,3.6,3.7,1,1.66,2.16,1
MAL - OSA,(0 - 0),1 - 1,7,Season: #15194,2.03,3.75,3.45,1,1.54,2.4,1
SEV - RMA,(1 - 0),4 - 3,7,Season: #15194,3.1,3.6,2.23,0,1.58,2.35,1
VIL - RAY,(1 - 0),1 - 0,7,Season: #15194,1.66,3.95,5.25,0,1.77,2.01,0
ATA - FIO,(2 - 0),2 - 3,7,Season: #15194,2.01,3.75,3.5,2,1.56,2.4,1
COM - GEN,(2 - 0),3 - 0,7,Season: #15194,2.09,3.9,3.2,0,1.45,2.7,0
INT - ROM,(1 - 0),4 - 1,7,Season: #15194,1.74,3.65,5,0,1.91,1.85,1
MIL - EMP,(3 - 1),4 - 4,7,Season: #15194,1.47,4.45,7,1,1.84,1.93,1
MON - LEC,(0 - 1),1 - 2,7,Season: #15194,1.99,3.85,3.55,2,1.52,2.45,1
NAP - LAZ,(1 - 0),3 - 0,7,Season: #15194,2,3.75,3.6,0,1.59,2.3,0
TOR - BOL,(1 - 0),1 - 2,7,Season: #15194,2.45,3.45,2.9,2,1.69,2.12,1
UDI - JUV,(0 - 2),0 - 3,7,Season: #15194,4.05,3.55,1.93,2,1.79,1.99,0
VEN - CAG,(0 - 1),1 - 1,7,Season: #15194,2.2,4.2,2.8,1,1.3,3.4,1
VER - PAR,(0 - 0),0 - 2,7,Season: #15194,2.4,3.55,2.95,2,1.62,2.24,0
AUG - MON,(0 - 0),1 - 1,7,Season: #15194,2.9,4,2.22,1,1.46,2.65,1
DOR - LEV,(1 - 0),1 - 0,7,Season: #15194,2.55,3.6,2.65,0,1.67,2.15,0
FRE - STU,(1 - 0),1 - 0,7,Season: #15194,2.55,3.65,2.65,0,1.63,2.23,0
HOF - FCB,(0 - 0),0 - 2,7,Season: #15194,2.8,4.1,2.24,2,1.4,2.9,0
KIE - WER,(2 - 0),3 - 1,7,Season: #15194,2.35,4.05,2.7,0,1.42,2.8,1
MAI - EIN,(0 - 2),3 - 2,7,Season: #15194,3.35,4.25,1.96,0,1.4,2.9,1
RBL - STP,(1 - 0),2 - 1,7,Season: #15194,1.45,4.85,6.75,0,1.72,2.07,1
UNI - BOC,(1 - 0),2 - 0,7,Season: #15194,2.14,4.15,2.95,0,1.4,2.9,0
WOL - HEI,(2 - 1),3 - 4,7,Season: #15194,1.87,3.95,3.85,2,1.61,2.25,1
ANG - LEN,(0 - 0),0 - 2,7,Season: #15194,2.95,3.7,2.3,2,1.63,2.23,0
ASM - LYO,(0 - 0),3 - 0,7,Season: #15194,1.78,4.15,4.05,0,1.56,2.4,0
HAV - NAN,(0 - 0),1 - 0,7,Season: #15194,2.11,4.25,2.95,0,1.36,3.05,0
MPR - MAR,(0 - 0),0 - 4,7,Season: #15194,3.15,3.75,2.17,2,1.62,2.24,0
NIC - AUX,(2 - 1),3 - 1,7,Season: #15194,1.51,4.95,5.5,0,1.48,2.6,1
PSG - REI,(1 - 0),4 - 1,7,Season: #15194,1.51,4.65,5.75,0,1.65,2.19,1
REN - LIL,(0 - 2),1 - 3,7,Season: #15194,2.2,3.95,2.95,2,1.49,2.55,1
STE - STR,(1 - 0),1 - 2,7,Season: #15194,1.81,4.15,3.95,2,1.54,2.45,1
TOU - BRE,(1 - 0),2 - 0,7,Season: #15194,2.04,4.2,3.15,0,1.4,2.9,0
ALM - HEE,(1 - 0),4 - 0,7,Season: #15194,2.55,4.1,2.45,0,1.41,2.85,0
FEY - TWE,(1 - 0),2 - 0,7,Season: #15194,1.82,3.85,4.2,0,1.79,1.98,0
GAE - NAC,(2 - 0),2 - 2,7,Season: #15194,1.75,4.15,4.25,1,1.63,2.22,1
GRO - AJA,(1 - 0),2 - 1,7,Season: #15194,4,4.3,1.77,0,1.52,2.5,1
HER - FOR,(1 - 1),1 - 2,7,Season: #15194,2.23,3.6,3.1,2,1.73,2.06,1
NEC - SPA,(2 - 0),2 - 0,7,Season: #15194,2.01,4.1,3.3,0,1.48,2.6,0
PEC - RKC,(0 - 1),0 - 1,7,Season: #15194,1.91,4.35,3.4,2,1.38,2.95,0
UTR - PSV,(1 - 1),1 - 2,7,Season: #15194,3.05,3.55,2.3,2,1.78,2,1
WIL - AZA,(0 - 0),0 - 0,7,Season: #15194,4.15,4.35,1.74,1,1.51,2.5,0
AVS - ARO,(0 - 0),1 - 0,7,Season: #15194,2.35,3.65,2.85,0,1.63,2.23,0
BEN - SAN,(4 - 1),4 - 1,7,Season: #15194,1.28,6.25,9.5,0,1.66,2.17,1
BRA - BOA,(0 - 0),0 - 1,7,Season: #15194,1.73,4.2,4.4,2,1.6,2.3,0
EST - CAS,(2 - 0),4 - 0,7,Season: #15194,1.78,4.15,4.1,0,1.56,2.35,0
ETA - SPO,(0 - 3),1 - 3,7,Season: #15194,4.65,4.35,1.66,2,1.56,2.35,1
GIL - MOR,(0 - 2),1 - 3,7,Season: #15194,1.94,4.3,3.35,2,1.38,2.95,1
GUI - FAR,(0 - 0),2 - 0,7,Season: #15194,1.49,4.9,5.75,0,1.55,2.4,0
NAC - FAM,(2 - 1),5 - 1,7,Season: #15194,2.4,4.25,2.55,0,1.33,3.2,1
RIO - POR,(0 - 2),1 - 5,7,Season: #15194,4,4.1,1.81,2,1.56,2.4,1
BHA - CRY,(0 - 0),3 - 0,8,Season: #15194,1.74,4.15,4.35,0,1.58,2.35,0
BOU - EVE,(0 - 1),1 - 3,8,Season: #15194,1.81,3.95,4.15,2,1.65,2.19,1
CHE - WHU,(1 - 1),1 - 1,8,Season: #15194,1.89,4.15,3.6,1,1.46,2.65,1
FUL - BRE,(1 - 0),2 - 0,8,Season: #15194,2.5,3.45,2.8,0,1.76,2.03,0
IPS - AST,(1 - 0),1 - 1,8,Season: #15194,3.55,4,1.94,1,1.51,2.5,1
LIV - ARS,(3 - 1),4 - 1,8,Season: #15194,2.35,4.05,2.65,0,1.4,2.85,1
MUN - MCI,(0 - 1),3 - 1,8,Season: #15194,2.4,3.9,2.7,0,1.46,2.65,1
NEW - NOT,(2 - 0),2 - 1,8,Season: #15194,1.47,4.9,6,0,1.57,2.35,1
SOU - LEI,(1 - 0),3 - 0,8,Season: #15194,1.96,3.8,3.65,0,1.63,2.22,0
WOL - TOT,(1 - 0),1 - 0,8,Season: #15194,2.85,3.7,2.35,0,1.58,2.35,0
ALA - VIL,(0 - 0),1 - 0,8,Season: #15194,2.25,3.35,3.25,0,1.76,2.02,0
BAR - GET,(0 - 0),1 - 2,8,Season: #15194,1.32,5.5,9.75,2,1.82,1.95,1
GIR - CEL,(1 - 1),1 - 1,8,Season: #15194,1.62,4.4,4.95,1,1.5,2.5,1
LAS - ESP,(1 - 1),1 - 1,8,Season: #15194,2.22,3.95,2.95,1,1.4,2.9,1
MAL - LEG,(0 - 0),1 - 0,8,Season: #15194,2.4,3.2,3.1,0,1.88,1.88,0
RAY - BET,(0 - 2),0 - 4,8,Season: #15194,2.65,3.3,2.7,2,1.75,2.03,0
RMA - ATM,(1 - 1),2 - 2,8,Season: #15194,1.9,3.6,4.15,1,1.77,2.01,1
RSO - ATH,(1 - 0),2 - 0,8,Season: #15194,2.18,3.25,3.55,0,1.9,1.87,0
SEV - VAL,(0 - 2),0 - 2,8,Season: #15194,1.99,3.8,3.55,2,1.52,2.45,0
VLL - OSA,(2 - 0),3 - 1,8,Season: #15194,1.77,4.15,4.15,0,1.47,2.65,1
CAG - NAP,(0 - 1),0 - 2,8,Season: #15194,4.8,4.6,1.61,2,1.42,2.8,0
COM - PAR,(0 - 0),1 - 1,8,Season: #15194,2.17,3.7,3.15,1,1.54,2.4,1
FIO - TOR,(1 - 0),1 - 0,8,Season: #15194,2.3,3.4,3.2,0,1.77,2.01,0
GEN - JUV,(2 - 0),2 - 2,8,Season: #15194,4.5,4.1,1.72,1,1.55,2.4,1
INT - LAZ,(0 - 0),3 - 0,8,Season: #15194,1.71,3.7,5.25,0,1.91,1.85,0
LEC - VEN,(0 - 1),2 - 3,8,Season: #15194,2.1,3.95,3.15,2,1.44,2.7,1
MIL - MON,(1 - 0),4 - 1,8,Season: #15194,1.62,4,5.5,0,1.8,1.97,1
ROM - BOL,(0 - 0),1 - 1,8,Season: #15194,2.02,3.8,3.5,1,1.55,2.4,1
UDI - EMP,(1 - 0),1 - 1,8,Season: #15194,2.3,3.45,3.15,1,1.71,2.09,1
VER - ATA,(0 - 1),0 - 2,8,Season: #15194,4,3.9,1.86,2,1.57,2.35,0
BOC - STU,(0 - 2),1 - 2,8,Season: #15194,3.05,3.95,2.15,2,1.49,2.55,1
FCB - AUG,(2 - 1),4 - 4,8,Season: #15194,1.36,5.75,7.25,1,1.47,2.65,1
HEI - EIN,(0 - 0),0 - 0,8,Season: #15194,2.85,3.9,2.3,1,1.51,2.5,0
KIE - HOF,(0 - 1),0 - 1,8,Season: #15194,2.7,4.1,2.35,2,1.41,2.85,0
LEV - MON,(1 - 1),1 - 1,8,Season: #15194,1.72,3.9,4.8,1,1.86,1.91,1
MAI - FRE,(1 - 3),1 - 5,8,Season: #15194,2.8,4,2.3,2,1.46,2.65,1
STP - UNI,(2 - 0),3 - 1,8,Season: #15194,1.99,4.15,3.3,0,1.44,2.7,1
WER - RBL,(2 - 1),2 - 3,8,Season: #15194,3.35,3.9,2.03,2,1.57,2.35,1
WOL - DOR,(0 - 1),0 - 1,8,Season: #15194,2.7,3.8,2.45,2,1.56,2.4,0
ANG - HAV,(3 - 1),4 - 1,8,Season: #15194,1.71,4.45,4.25,0,1.47,2.65,1
AUX - REI,(1 - 0),2 - 1,8,Season: #15194,2.6,4.05,2.4,0,1.42,2.8,1
BRE - NIC,(1 - 1),2 - 2,8,Season: #15194,2.45,4.1,2.55,1,1.4,2.85,1
LEN - PSG,(1 - 0),1 - 2,8,Season: #15194,2.7,3.55,2.55,2,1.74,2.05,1
MPR - LYO,(0 - 0),0 - 0,8,Season: #15194,2.4,4,2.6,1,1.44,2.7,0
NAN - MAR,(2 - 0),2 - 0,8,Season: #15194,4.05,4.15,1.79,0,1.57,2.35,0
REN - ASM,(1 - 0),2 - 0,8,Season: #15194,2.4,3.85,2.7,0,1.53,2.45,0
STE - LIL,(0 - 0),1 - 3,8,Season: #15194,2.6,3.95,2.45,2,1.46,2.65,1
TOU - STR,(2 - 0),2 - 0,8,Season: #15194,1.95,4.05,3.5,0,1.53,2.45,0
AJA - ALM,(0 - 0),2 - 0,8,Season: #15194,1.31,5.75,9,0,1.79,1.99,0
FEY - GAE,(0 - 0),1 - 1,8,Season: #15194,1.41,4.9,7.5,1,1.88,1.89,1
FOR - GRO,(0 - 0),0 - 0,8,Season: #15194,1.84,4,3.95,1,1.65,2.2,0
HER - NAC,(2 - 0),2 - 1,8,Season: #15194,1.88,4.05,3.75,0,1.58,2.35,1
NEC - PSV,(0 - 0),0 - 0,8,Season: #15194,4.25,4.05,1.77,1,1.68,2.14,0
PEC - TWE,(2 - 2),2 - 2,8,Season: #15194,3.45,3.85,2.01,1,1.63,2.22,1
RKC - AZA,(0 - 1),1 - 2,8,Season: #15194,3.6,4.3,1.87,2,1.44,2.7,1
SPA - HEE,(0 - 0),0 - 1,8,Season: #15194,2.06,4.15,3.1,2,1.43,2.75,0
WIL - UTR,(1 - 0),2 - 3,8,Season: #15194,3.55,4.3,1.88,2,1.43,2.75,1
BEN - AVS,(0 - 0),4 - 2,8,Season: #15194,1.36,5.25,8,0,1.78,2,1
BOA - FAR,(0 - 0),2 - 1,8,Season: #15194,1.52,4.65,5.75,0,1.61,2.25,1
EST - RIO,(1 - 1),3 - 2,8,Season: #15194,1.9,4.15,3.6,0,1.48,2.55,1
ETA - SAN,(0 - 0),0 - 0,8,Season: #15194,1.97,4.35,3.25,1,1.35,3.1,0
FAM - CAS,(0 - 0),2 - 1,8,Season: #15194,1.8,4.3,3.85,0,1.45,2.7,1
GIL - POR,(2 - 1),2 - 5,8,Season: #15194,4.7,4.45,1.64,2,1.54,2.4,1
GUI - ARO,(2 - 2),2 - 2,8,Season: #15194,1.85,4,3.95,1,1.61,2.25,1
MOR - BRA,(2 - 2),2 - 2,8,Season: #15194,3.95,4.15,1.81,1,1.52,2.5,1
NAC - SPO,(0 - 0),0 - 4,8,Season: #15194,5,4.7,1.57,2,1.51,2.5,0
ARS - SOU,(1 - 0),2 - 0,9,Season: #15194,1.45,4.7,7,0,1.8,1.97,0
AST - BRE,(0 - 1),2 - 1,9,Season: #15194,1.75,3.95,4.45,0,1.69,2.12,1
BOU - TOT,(1 - 0),4 - 1,9,Season: #15194,2.45,3.75,2.7,0,1.54,2.45,1
CRY - NEW,(0 - 1),1 - 3,9,Season: #15194,2.75,3.8,2.4,2,1.53,2.45,1
EVE - BHA,(1 - 3),1 - 3,9,Season: #15194,3,3.85,2.21,2,1.53,2.45,1
FUL - MCI,(1 - 0),1 - 0,9,Season: #15194,3.9,4.05,1.84,0,1.56,2.4,0
IPS - LIV,(0 - 1),1 - 2,9,Season: #15194,3.7,4.25,1.84,2,1.43,2.75,1
LEI - WOL,(0 - 0),2 - 1,9,Season: #15194,2.55,3.7,2.6,0,1.56,2.35,1
MUN - CHE,(0 - 0),0 - 0,9,Season: #15194,2.04,4.1,3.2,1,1.42,2.8,0
NOT - WHU,(0 - 0),0 - 0,9,Season: #15194,3.05,3.85,2.18,1,1.52,2.45,0
ALA - BET,(1 - 0),1 - 0,9,Season: #15194,2.35,3.25,3.15,0,1.83,1.94,0
ATH - RAY,(2 - 0),4 - 0,9,Season: #15194,1.5,4.05,7.5,0,2.14,1.68,0
ATM - VAL,(0 - 0),1 - 2,9,Season: #15194,1.56,4.2,6,2,1.75,2.03,1
BAR - RSO,(0 - 0),0 - 0,9,Season: #15194,1.93,3.8,3.8,1,1.57,2.35,0
GIR - MAL,(1 - 1),2 - 1,9,Season: #15194,1.51,4.4,6.5,0,1.74,2.05,1
LAS - OSA,(1 - 1),2 - 2,9,Season: #15194,2.07,4.1,3.15,1,1.37,3.05,1
RMA - ESP,(0 - 0),2 - 0,9,Season: #15194,1.29,5.75,10,0,1.7,2.1,0
SEV - GET,(2 - 0),3 - 0,9,Season: #15194,1.56,4.2,6,0,1.76,2.02,0
VIL - CEL,(0 - 1),3 - 1,9,Season: #15194,1.69,4.15,4.65,0,1.54,2.45,1
VLL - LEG,(0 - 2),1 - 2,9,Season: #15194,2.09,3.45,3.6,2,1.75,2.03,1
BOL - INT,(0 - 1),0 - 2,9,Season: #15194,4.4,3.5,1.86,2,1.89,1.88,0
CAG - LAZ,(0 - 0),0 - 1,9,Season: #15194,3.75,4.35,1.81,2,1.36,3.05,0
COM - ATA,(1 - 1),2 - 4,9,Season: #15194,3.6,3.95,1.95,2,1.49,2.55,1
EMP - GEN,(1 - 1),2 - 2,9,Season: #15194,2.18,3.8,3.05,1,1.47,2.6,1
JUV - PAR,(0 - 0),1 - 0,9,Season: #15194,1.52,4.4,6.25,0,1.72,2.07,0
LEC - NAP,(1 - 0),1 - 3,9,Season: #15194,4.35,4.05,1.76,2,1.56,2.35,1
MON - UDI,(1 - 1),2 - 1,9,Season: #15194,2.16,3.45,3.4,0,1.73,2.06,1
ROM - FIO,(0 - 0),0 - 0,9,Season: #15194,2.1,3.65,3.4,1,1.6,2.3,0
TOR - VER,(0 - 2),0 - 4,9,Season: #15194,1.89,3.6,4.2,2,1.8,1.97,0
VEN - MIL,(0 - 2),0 - 2,9,Season: #15194,5.5,4.2,1.6,2,1.7,2.11,0
AUG - KIE,(1 - 1),4 - 2,9,Season: #15194,1.89,4.35,3.45,0,1.38,2.95,1
BOC - MAI,(0 - 1),3 - 1,9,Season: #15194,1.77,4.55,3.8,0,1.36,3.05,1
DOR - EIN,(0 - 0),1 - 0,9,Season: #15194,1.92,4.1,3.55,0,1.5,2.5,0
HEI - FRE,(0 - 0),0 - 3,9,Season: #15194,2.45,3.7,2.7,2,1.6,2.3,0
LEV - FCB,(4 - 1),4 - 3,9,Season: #15194,1.92,3.85,3.75,0,1.66,2.16,1
RBL - HOF,(1 - 0),1 - 0,9,Season: #15194,1.61,4.45,5,0,1.6,2.3,0
UNI - STU,(1 - 0),1 - 1,9,Season: #15194,3.25,4.15,2.01,1,1.44,2.75,1
WER - STP,(0 - 1),1 - 3,9,Season: #15194,1.94,4.05,3.5,2,1.5,2.5,1
WOL - MON,(0 - 2),1 - 2,9,Season: #15194,2.4,3.65,2.8,2,1.66,2.17,1
ANG - NAN,(0 - 0),1 - 1,9,Season: #15194,1.8,4.4,3.8,1,1.41,2.85,1
BRE - REI,(0 - 0),0 - 0,9,Season: #15194,2.25,4.1,2.8,1,1.42,2.8,0
HAV - PSG,(3 - 3),4 - 4,9,Season: #15194,5.25,4.55,1.57,1,1.58,2.35,1
LEN - AUX,(1 - 0),2 - 1,9,Season: #15194,1.5,4.7,6,0,1.66,2.17,1
MAR - LYO,(1 - 1),5 - 1,9,Season: #15194,1.75,4.05,4.35,0,1.67,2.16,1
REN - MPR,(1 - 0),1 - 0,9,Season: #15194,1.73,4.4,4.15,0,1.48,2.6,0
STE - ASM,(1 - 0),2 - 1,9,Season: #15194,2.9,3.9,2.25,0,1.51,2.5,1
STR - NIC,(0 - 0),1 - 0,9,Season: #15194,2.75,3.85,2.4,0,1.53,2.45,0
TOU - LIL,(0 - 0),0 - 1,9,Season: #15194,2.85,4,2.25,2,1.47,2.6,0
ALM - GRO,(1 - 0),2 - 1,9,Season: #15194,2.06,4.1,3.2,0,1.47,2.6,1
GAE - PEC,(1 - 0),2 - 0,9,Season: #15194,1.85,4,3.9,0,1.62,2.25,0
HEE - PSV,(0 - 2),0 - 4,9,Season: #15194,3.9,4.05,1.84,2,1.61,2.25,0
HER - FEY,(0 - 1),0 - 3,9,Season: #15194,4.25,3.95,1.79,2,1.71,2.09,0
NAC - FOR,(1 - 1),1 - 1,9,Season: #15194,2.45,3.55,2.85,1,1.75,2.04,1
NEC - WIL,(0 - 2),2 - 3,9,Season: #15194,1.57,5,4.7,2,1.37,3,1
RKC - UTR,(1 - 0),1 - 1,9,Season: #15194,3.1,4.3,2.04,1,1.37,3,1
SPA - AJA,(0 - 2),1 - 2,9,Season: #15194,3.25,3.8,2.09,2,1.63,2.23,1
TWE - AZA,(1 - 0),1 - 0,9,Season: #15194,2.12,3.7,3.3,0,1.71,2.09,0
BEN - GUI,(0 - 0),1 - 1,9,Season: #15194,1.58,4.45,5.25,1,1.64,2.2,1
BOA - ARO,(1 - 1),1 - 2,9,Season: #15194,1.9,3.85,3.85,2,1.68,2.14,1
CAS - RIO,(4 - 0),7 - 1,9,Season: #15194,2.21,4.05,2.9,0,1.42,2.8,1
EST - GIL,(0 - 0),2 - 0,9,Season: #15194,1.71,4.4,4.25,0,1.47,2.65,0
ETA - AVS,(2 - 1),2 - 3,9,Season: #15194,2.14,4.05,3.05,2,1.45,2.7,1
FAM - SPO,(2 - 1),3 - 2,9,Season: #15194,3.85,4.1,1.85,0,1.53,2.45,1
MOR - FAR,(1 - 2),1 - 2,9,Season: #15194,1.96,4.1,3.45,2,1.48,2.6,1
POR - BRA,(3 - 3),6 - 5,9,Season: #15194,1.86,3.9,4,0,1.67,2.15,1
SAN - NAC,(1 - 0),1 - 0,9,Season: #15194,1.87,4.55,3.4,0,1.31,3.35,0
ARS - LEI,(1 - 1),1 - 1,10,Season: #15194,1.31,5.75,8.75,1,1.64,2.2,1
AST - MCI,(2 - 0),5 - 0,10,Season: #15194,2.45,3.95,2.65,0,1.45,2.7,0
BOU - WOL,(2 - 0),3 - 0,10,Season: #15194,1.92,3.75,3.85,0,1.7,2.11,0
BRE - LIV,(1 - 0),1 - 2,10,Season: #15194,2.85,3.8,2.3,2,1.54,2.4,1
FUL - CHE,(0 - 2),1 - 3,10,Season: #15194,3.25,4,2.06,2,1.48,2.6,1
MUN - NOT,(1 - 0),2 - 1,10,Season: #15194,1.47,4.9,6.25,0,1.58,2.35,1
NEW - EVE,(1 - 0),2 - 1,10,Season: #15194,1.58,4.5,5.25,0,1.59,2.3,1
SOU - IPS,(2 - 2),3 - 2,10,Season: #15194,1.99,3.7,3.65,0,1.7,2.1,1
TOT - BHA,(1 - 0),1 - 0,10,Season: #15194,2.06,4,3.2,0,1.47,2.65,0
WHU - CRY,(0 - 1),1 - 2,10,Season: #15194,1.86,3.95,3.9,2,1.61,2.25,1
ATH - ALA,(1 - 0),1 - 0,10,Season: #15194,1.66,3.6,6,0,2.18,1.66,0
BET - CEL,(0 - 0),1 - 0,10,Season: #15194,1.67,4.1,4.85,0,1.6,2.3,0
GET - ATM,(0 - 1),0 - 2,10,Season: #15194,4.35,3.5,1.89,2,1.88,1.88,0
GIR - VLL,(0 - 0),1 - 1,10,Season: #15194,1.6,4.3,5.25,1,1.58,2.3,1
LAS - LEG,(2 - 0),4 - 2,10,Season: #15194,2.45,3.5,2.8,0,1.62,2.24,1
OSA - ESP,(1 - 3),1 - 3,10,Season: #15194,1.96,4.2,3.35,2,1.35,3.1,1
RAY - BAR,(1 - 0),1 - 3,10,Season: #15194,3.2,3.55,2.22,2,1.62,2.25,1
RSO - SEV,(0 - 0),2 - 0,10,Season: #15194,1.62,4.15,5.25,0,1.67,2.16,0
VAL - RMA,(0 - 2),1 - 3,10,Season: #15194,3,3.55,2.3,2,1.6,2.3,1
VIL - MAL,(1 - 0),1 - 0,10,Season: #15194,1.57,4.15,6,0,1.78,2,0
BOL - FIO,(0 - 0),1 - 1,10,Season: #15194,2.4,3.6,2.9,1,1.59,2.3,1
COM - TOR,(0 - 1),1 - 1,10,Season: #15194,2.9,3.45,2.45,1,1.67,2.16,1
INT - CAG,(2 - 0),3 - 0,10,Season: #15194,1.26,6,11,0,1.8,1.97,0
JUV - ATA,(1 - 1),3 - 2,10,Season: #15194,2.12,3.7,3.3,0,1.55,2.4,1
LAZ - LEC,(1 - 0),2 - 2,10,Season: #15194,1.64,4.3,4.85,1,1.53,2.45,1
MIL - NAP,(2 - 0),4 - 0,10,Season: #15194,2.19,3.45,3.35,0,1.74,2.04,0
MON - GEN,(0 - 0),3 - 3,10,Season: #15194,1.91,3.95,3.7,1,1.5,2.5,1
PAR - EMP,(1 - 0),1 - 2,10,Season: #15194,2.35,3.6,2.9,2,1.58,2.35,1
VEN - UDI,(1 - 0),2 - 0,10,Season: #15194,2.6,3.5,2.65,0,1.62,2.25,0
VER - ROM,(0 - 0),1 - 0,10,Season: #15194,3.8,3.75,1.93,0,1.62,2.25,0
FCB - WOL,(0 - 1),0 - 1,10,Season: #15194,1.61,4.45,4.95,2,1.59,2.3,0
FRE - DOR,(2 - 2),3 - 2,10,Season: #15194,2.6,3.75,2.5,0,1.57,2.35,1
HEI - BOC,(0 - 2),1 - 2,10,Season: #15194,2.03,4.05,3.25,2,1.46,2.65,1
KIE - LEV,(0 - 0),1 - 2,10,Season: #15194,4.7,4.1,1.7,2,1.71,2.09,1
MAI - UNI,(0 - 0),4 - 0,10,Season: #15194,2.11,4.4,2.9,0,1.3,3.4,0
MON - EIN,(1 - 2),2 - 2,10,Season: #15194,2.18,3.8,3.1,1,1.58,2.3,1
RBL - AUG,(2 - 0),5 - 1,10,Season: #15194,1.39,5.25,7,0,1.61,2.25,1
STP - STU,(0 - 1),1 - 3,10,Season: #15194,3.2,3.9,2.1,2,1.53,2.45,1
WER - HOF,(1 - 0),2 - 1,10,Season: #15194,2.3,4.05,2.75,0,1.43,2.75,1
ASM - TOU,(1 - 1),1 - 1,10,Season: #15194,1.48,4.9,6,1,1.61,2.3,1
BRE - LEN,(1 - 0),1 - 1,10,Season: #15194,2.7,3.8,2.4,1,1.56,2.4,1
HAV - AUX,(0 - 1),1 - 1,10,Season: #15194,2.21,4.15,2.85,1,1.39,2.95,1
LIL - NIC,(1 - 2),2 - 2,10,Season: #15194,1.86,4.15,3.7,1,1.51,2.5,1
MPR - STE,(1 - 0),2 - 0,10,Season: #15194,2.02,4.15,3.25,0,1.43,2.75,0
NAN - LYO,(0 - 0),1 - 2,10,Season: #15194,3.05,4.2,2.07,2,1.38,2.95,1
PSG - ANG,(0 - 0),1 - 1,10,Season: #15194,1.35,5.5,8,1,1.71,2.1,1
REN - MAR,(0 - 0),0 - 0,10,Season: #15194,2.6,3.65,2.6,1,1.63,2.22,0
STR - REI,(1 - 0),4 - 3,10,Season: #15194,2.5,3.8,2.6,0,1.54,2.4,1
AZA - GAE,(0 - 0),2 - 0,10,Season: #15194,1.53,4.5,5.75,0,1.77,2.01,0
FEY - FOR,(0 - 0),2 - 0,10,Season: #15194,1.44,4.55,7.5,0,2.07,1.72,0
GRO - NAC,(2 - 0),3 - 1,10,Season: #15194,1.92,4.15,3.5,0,1.48,2.6,1
PEC - HER,(0 - 0),0 - 0,10,Season: #15194,2.06,3.95,3.25,1,1.56,2.35,0
PSV - AJA,(0 - 1),0 - 1,10,Season: #15194,1.82,3.75,4.3,2,1.87,1.89,0
RKC - NEC,(0 - 1),0 - 2,10,Season: #15194,2.17,4.45,2.75,2,1.28,3.5,0
SPA - ALM,(1 - 1),1 - 2,10,Season: #15194,1.73,4.15,4.35,2,1.63,2.22,1
TWE - UTR,(0 - 0),0 - 0,10,Season: #15194,1.89,3.95,3.8,1,1.63,2.22,0
WIL - HEE,(1 - 0),2 - 0,10,Season: #15194,2.65,4.4,2.25,0,1.29,3.5,0
ARO - MOR,(2 - 0),2 - 0,10,Season: #15194,1.75,4.1,4.35,0,1.62,2.24,0
BOA - BEN,(1 - 0),1 - 2,10,Season: #15194,3.05,3.7,2.23,2,1.64,2.2,1
BRA - EST,(0 - 0),2 - 0,10,Season: #15194,1.59,4.4,5.25,0,1.64,2.21,0
CAS - SPO,(0 - 2),3 - 2,10,Season: #15194,4.6,4.2,1.69,0,1.62,2.25,1
FAM - SAN,(2 - 0),2 - 0,10,Season: #15194,1.74,4.55,3.95,0,1.37,3,0
FAR - POR,(1 - 2),2 - 4,10,Season: #15194,5.25,4.3,1.6,2,1.68,2.13,1
